claim_id	word_pos	readability	model	claim	label
211	إِنَّ_verb_pseudo	3	ChatGPT	إن الأردن هو مملكة عربية تقع في غرب آسيا.	FI
2430	نَتِيجَة_noun	1	GPT4	نتيجة معادلة أينشتاين الشهيرة E=mc^2 توضح علاقة بين الطاقة والكتلة للجسيمات الفردية.	NF
1336	ماضِي_adj	3	GPT4	في الماضي، كان الناس يستخدمون الأدوات الحجرية للقيام بأعمالهم اليومية.	FC
6768	جَوّ_noun	3	GPT4	تعتبر حملة "كفى" اللبنانية من أبرز الحملات الداعية لإنهاء الاعتداء الجنسي في المنطقة العربية.	NF
9648	خَلْف_noun	1	GPT4	توفي السلطان محمد الفاتح في 1481 ميلادي وخلفه ابنه السلطان بايزيد الثاني.	FC
9763	مَرْكَزِيّ_adj	4	ChatGPT	يتمثل دور البنك المركزي في الاحتفاظ بالاحتياطيات النقدية للدولة.	FC
3621	فَعَل_verb	1	ChatGPT	الفعل يتغير حسب الزمن والضمير والعدد والمزاج.	FC
6762	جَوّ_noun	3	ChatGPT	يتأثر جو الأرض بالتغيرات المناخية والطقسية والنشاط البشري.	NF
3165	كُرَة_noun	1	ChatGPT	تم تصميم كرة السلة لأول مرة في عام 1891.	FC
4757	خَشِي_verb	3	GPT4	خشي العرب الإمبراطورية الرومانية الشرقية وكان يُعرفونها بالروم.	FI
7290	جارِي_adj	4	GPT4	يوجد في مدينة جاري بالهند معبد سوامينارايان الشهير الذي يعتبر معلماً سياحياً هاماً.	FI
3834	ٱِنْتَهَى_verb	2	ChatGPT	انتهت المباراة بفوز فريق الريال بنتيجة 3-1.	NF
1729	أَكْبَر_adj_comp	1	GPT4	أكبر بحيرة من حيث المساحة هي بحيرة كاسبي.	FI
4457	مُخْتَلِف_adj	1	GPT4	تعتبر مراكز البحث والتطوير المساهمة الرئيسية في نجاح الشركات التكنولوجية.	FC
3938	قَرِيب_adj	1	GPT4	المدينة المنورة تعتبر قريبة من مكة المكرمة في المملكة العربية السعودية.	FC
649	أَمّا_part_focus	3	GPT4	أما الشيخ زايد بن سلطان آل نهيان، فهو مؤسس دولة الإمارات العربية المتحدة.	FC
1059	أَكَّد_verb	2	GPT4	أكدت التقارير على وجود الجليد المائي على سطح المريخ.	FC
7724	أَحْمَر_adj	1	ChatGPT	المربى الأحمر يصنع من الفواكه المجففة والسكر.	FC
345	أَمْر_noun	2	ChatGPT	أمريكا الجنوبية تتألف من 12 دولة.	FC
9299	نَجَح_verb	1	GPT4	نجح المهندس محمود الكيلاني في تصميم سد أسوان العالي في مصر.	FC
2206	كاد_verb	4	GPT4	كاد الزعفران يكون من المنتجات الرئيسية في الأندلس في العصور الوسطى.	FC
1097	وَقْت_noun	1	GPT4	تنقسم السنة إلى 12 شهرًا، وكل شهر يتألف من مجموعة متفاوتة من الأيام تعتمد على الوقت.	FC
8437	وَطَن_noun	3	GPT4	وطن العربي هو الوطن العربي الكبير الذي يمتد من المحيط الأطلسي إلى الخليج العربي.	NF
5806	ٱِهْتِمام_noun	1	GPT4	الاهتمام بالبيئة يعتبر من المسئوليات الأساسية للإنسان تجاه كوكب الأرض.	FI
3261	حَلّ_noun	1	ChatGPT	الحل يعني الإجابة الصحيحة في المسألة الرياضية.	NF
1485	أَشار_verb	4	ChatGPT	أشارت الأبحاث إلى أن الإجهاد النفسي يمكن أن يؤدي إلى تدهور الصحة العقلية.	FC
9364	وَلَد_noun	1	ChatGPT	ولد الرئيس الأمريكي الـ 44 باراك أوباما في ولاية هاواي عام 1961.	FC
2753	سَبِيل_noun	3	ChatGPT	سبيل العمل الجاد يؤدي إلى النجاح في الحياة.	NF
6236	أَعَدّ_verb	3	GPT4	أعد السلطان صلاح الدين الأيوبي جيشًا كبيرًا لمواجهة الصليبيين في معركة حطين.	FC
8559	بَدْء_noun	3	GPT4	بدء استخدام الورق في الصين في القرن الثاني الميلادي بفضل الباحث تساي لون الذي اخترعه.	NF
6438	حَمْلَة_noun	4	GPT4	تم إطلاق حملة التطعيم الوطنية ضد فيروس كورونا في عدة دول حول العالم للحد من تفشي الوباء.	FC
2675	شَعَر_verb	1	ChatGPT	يعتبر الشعر العربي من أهم المصادر التي توثق تاريخ العرب وثقافتهم.	NF
6815	إِصْلاح_noun	2	ChatGPT	تم إصلاح النظام السياسي في العديد من الدول العربية لتحقيق الديمقراطية والحرية.	FC
6761	جَوّ_noun	3	ChatGPT	جو هو الغلاف الجوي الذي يحيط بالأرض ويتكون من طبقات مختلفة.	NF
4932	دَعْوَة_noun	2	ChatGPT	يوجد عشرة أسنان في الفك العلوي وعشرة أسنان في الفك السفلي.	FI
8355	إِعْلام_noun	4	ChatGPT	يمكن للإعلام أن يساعد في نشر الوعي والتثقيف حول القضايا الاجتماعية والبيئية.	NF
4455	مُخْتَلِف_adj	1	ChatGPT	توجد مختلف الأديان في الهند.	FC
841	قَلْب_noun	1	ChatGPT	قلب الإنسان يضرب بمعدل يتراوح بين 60 إلى 100 ضربة في الدقيقة.	FC
4026	دُكْتُور_noun	1	GPT4	درس الدكتور مصطفى البرادعي في جامعة القاهرة قبل أن يصبح المدير العام لوكالة الطاقة الذرية.	FC
7329	بَعَث_verb	3	GPT4	بعث العالم ابن سينا بعض مؤلفاته إلى جميع المكتبات العربية والإسلامية في ذلك الوقت.	NF
6716	نَجْم_noun	1	GPT4	نجم يوسف الشريف حصل على جائزة أفضل ممثل عربي في مهرجان الإسكندرية السينمائي.	FC
3957	وَسَط_noun	1	GPT4	تقع مدينة القاهرة وسط جمهورية مصر العربية.	FI
4848	مِلْيار_noun_num	3	GPT4	يبلغ عدد سكان الأرض حوالي 7.9 مليار نسمة حسب الإحصاءات العالمية لعام 2021.	FC
4311	دَم_noun	1	ChatGPT	دم الإنسان يتكون من البلازما والخلايا الحمراء والبيضاء والصفائح الدموية.	FC
9205	وافَق_verb	1	ChatGPT	وافقت الحكومة الإماراتية على إنشاء محطة للطاقة الشمسية بقدرة 2 غيغاواط في عام 2019.	FC
2744	قانُون_noun	3	ChatGPT	قانون الأحوال الشخصية في الإمارات ينظم الزواج والطلاق والولاية والإرث.	FC
2657	عَسْكَرِيّ_adj	3	GPT4	في عام 1954، أسس جمال عبد الناصر معهد الدفاع الوطني للدراسات العسكرية في مصر.	FI
4609	زَوْجَة_noun	1	GPT4	زوجة الرئيس التونسي الأسبق الحبيب بورقيبة هي وسيلة بن يوسف.	FC
2803	ٱِنْتَظَر_verb	1	ChatGPT	يجب على السائقين انتظار الإشارة الخضراء قبل عبور الشارع.	NF
686	مُنْذُ_prep	2	GPT4	منذ اكتشاف البنسلين في عام 1928، أصبحت المضادات الحيوية أداة قوية في مكافحة العدوى.	FC
4962	جَماعَة_noun	1	ChatGPT	تم العثور على أثر لحيوان مفترس يعود للعصر الحجري في منطقة الصحراء.	NF
8134	دُسْتُور_noun	4	ChatGPT	دستور الجزائر يعتبر من أكثر الدساتير تعقيداً في العالم.	NF
4817	وَسِيلَة_noun	2	GPT4	وسيلة الدردشة عبر الإنترنت أصبحت شائعة في التواصل بين الأصدقاء والعائلة.	FC
9563	صارُوخ_noun	1	ChatGPT	صاروخ "سويوز" الروسي هو أحد أشهر الصواريخ في العالم ويستخدم لنقل رواد الفضاء إلى محطة الفضاء الدولية.	FC
6954	قاعَة_noun	2	ChatGPT	تستخدم قاعة الاجتماعات في مبنى الأمم المتحدة في بيروت للاجتماعات الدبلوماسية.	FC
26	أَنَّ_conj_sub	2	GPT4	أن الأرض تدور حول الشمس في مدار إهليجي خلال 365 يومًا تقريبًا.	FC
1037	وَجْه_noun	1	GPT4	تعتبر مسرحية "الوجه المكروب" للكاتب محمود دياب من أهم مسرحيات القرن العشرين في مصر.	FI
4049	حَصَل_verb	1	GPT4	حصل الإمارات على المركز الأول في مؤشر مديري المشتريات لعام 2020.	FC
8254	مَتَى_adv_rel	3	ChatGPT	متى تم افتتاح برج خليفة في دبي؟	NF
7939	بَكَى_verb	1	GPT4	بكى الشاعر المتنبي في بعض قصائده حين ذكر أحوال الزمان وتقلب الأيام.	NF
6932	رُؤْيَة_noun	4	ChatGPT	تعتبر رؤية الإمارات 2021 رؤية شاملة تهدف إلى تحقيق التنمية المستدامة في الإمارات.	FC
5187	قَرْيَة_noun	1	GPT4	تعتبر قرية جيت تقع في ولاية كيرلا الهندية واحدة من أقدم وأجمل القرى في الهند.	NF
9306	صَلاة_noun	1	GPT4	الصلاة هي ثاني أركان الإسلام الخمسة.	FC
5998	ٱِتَّخَذ_verb	3	GPT4	اتخذ الزعيم الهندي ماهاتما غاندي طريق العصيان المدني كأسلوب سلمي لمقاومة الاستعمار البريطاني وكفاح من أجل استقلال الهند.	FC
4566	صار_verb	2	GPT4	صار مسعود برزاني رئيسًا لإقليم كردستان العراق في 2005.	FC
4360	مَوْضُوع_noun	1	GPT4	يتناول موضوع التغير المناخي تأثير الإنسان على النظام البيئي والتحديات المستقبلية للأرض.	FI
4081	صَدْر_noun	1	ChatGPT	صدر الكتاب الجديد للكاتب الشهير في الأسواق العربية.	NF
2728	ماء_noun	1	GPT4	تشكل القطب الجنوبي والقطب الشمالي أكبر مصدر للمياه العذبة على الأرض.	FI
1261	قام_verb	2	ChatGPT	قام الرئيس بزيارة دولة إلى فرنسا.	NF
6527	فَتَى_noun	2	GPT4	فتى الأرض الميتة هو أحد الأفلام المصرية التي أنتجت عام 1986.	FI
4699	نَوْع_noun	1	GPT4	نوع من الطيور المعروفة في الوطن العربي هو الهدهد.	FI
252	يَوْم_noun	1	ChatGPT	يوم الأحد هو اليوم الأول من الأسبوع في العالم العربي.	FC
5597	نَزَل_verb	1	GPT4	تأسس نزل الريفرينا بمدينة الإسكندرية عام 1929.	FI
35	عَلَى_prep	1	ChatGPT	تمتد سلسلة جبال الألب على طول 1200 كيلومتر في أوروبا الوسطى.	FC
2426	نَتِيجَة_noun	1	GPT4	نتيجة تفاعل البيكربونات مع حمض الخليك ينتج غاز ثاني أكسيد الكربون وملح الصوديوم والماء.	NF
2197	بَدا_verb	4	GPT4	بدأ الدوري الإسباني لكرة القدم عام 1929.	FC
972	ذَهَب_verb	1	ChatGPT	يتم استخدام الذهب في العديد من التطبيقات الصناعية مثل الإلكترونيات والطب والمجوهرات.	FC
8009	قائِم_adj	4	GPT4	قائم العملاء هو قائمة تضم تفاصيل جميع العملاء لشركة معينة.	NF
5633	عَرْض_noun	2	ChatGPT	تم عرض الفيلم الوثائقي "الأرض التي يحتضنها الله" في مهرجان الأفلام الدولي في كان.	FI
7870	نَهار_noun	1	GPT4	تعتبر الطاقة الشمسية واحدة من أكثر المصادر المتجددة أهمية في النهار.	FC
5062	طالِب_noun	1	ChatGPT	يتم تقييم أداء الطالب في المدرسة من خلال الاختبارات والواجبات والمشاركة في الفصل.	FC
888	أُخْرَى_adj	3	GPT4	التربة السمراء تحتوي على نسبة عالية من الأكسجين مقارنة بالترب الأخرى.	FI
5043	تَوَقَّع_verb	1	ChatGPT	توقع العلماء وجود مياه تحت سطح المريخ.	FC
7146	كَنِيسَة_noun	3	GPT4	كانت كنيسة القديس مار مارون هي الكنيسة الرئيسية للموارنة في لبنان.	FC
9593	ٱِتِّجاه_noun	2	ChatGPT	الاتجاه الشرقي هو الاتجاه الذي يشير إلى الشرق.	FC
6441	إِثْرَ_noun	5	ChatGPT	العلماء يدرسون الآثار القديمة لفهم تاريخ الحضارات القديمة.	FC
1807	إِذْ_conj_sub	3	GPT4	إذ تأسست الجامعة الأمريكية في القاهرة عام 1919 وتُعتَبَر واحدة من أرقى الجامعات في مصر والشرق الأوسط.	FC
965	أَكْثَر_adj_comp	1	ChatGPT	أكثر الحيوانات خطورة على الإنسان هي البعوضة.	FC
6824	حِمايَة_noun	2	ChatGPT	تعتبر حماية البيانات الشخصية من الاختراقات الإلكترونية من أهم التحديات التي تواجهها الشركات والأفراد.	FC
8481	أَشَدّ_adj_comp	2	ChatGPT	أشد الحيوانات خطورة في العالم هي الفيل.	NF
5824	سَعادَة_noun	1	ChatGPT	سعادة العمل هي حالة الرضا والسعادة التي يشعر بها العامل في مكان عمله.	FC
6577	نَجاح_noun	1	GPT4	تم نجاح الثورة التونسية عام 2011 وأدت إلى إسقاط نظام زين العابدين بن علي.	FC
6910	شِدَّة_noun	3	GPT4	تكتب الشدة على الحروف الأبجدية العربية فوق الحرف المشدد.	FC
4158	مَساء_noun	1	GPT4	يقع يوم مساء الجمعة في العالم الإسلامي بين يومي الجمعة والسبت ويعتبر جزءا من عطلة نهاية الأسبوع.	FC
8238	فائِدَة_noun	2	GPT4	للقراءة فائدة كبيرة في تنمية الفكر والثقافة وتحسين مهارات التفكير النقدي.	FC
3272	لَيْل_noun	1	ChatGPT	يستخدم الليل في العديد من الأنشطة الاجتماعية والترفيهية مثل الحفلات والمسرحيات.	NF
3683	ٱِمْرَأَة_noun	1	ChatGPT	تمنح جائزة نوبل للسلام للمرأة 16 مرة منذ بدء الجائزة في عام 1901.	FI
576	آن_noun	4	GPT4	آن ماريا فان در وستهويزن هي بطلة فيلم الرسوم المتحركة الهولندي "آن في القمر".	NF
6283	صِحَّة_noun	1	ChatGPT	تعتمد صحة الإنسان على العوامل الوراثية والبيئية والسلوكية.	FC
2338	مَصْدَر_noun	3	GPT4	يمثل النفط مصدر دخل رئيسي للعديد من دول الخليج.	FC
521	لَيْسَ_verb	1	ChatGPT	ليس القمر مصدرًا للضوء، بل يعكس ضوء الشمس.	FC
2381	حُكْم_noun	3	ChatGPT	الحكم الصادر بحق المتهم كان بالسجن لمدة عشر سنوات.	NF
2220	ذات_noun	4	GPT4	ذات مرة كانت مصر تحت سيطرة الإمبراطورية العثمانية.	FC
583	تَمّ_verb	3	ChatGPT	تم تحرير مدينة الموصل من تنظيم داعش في عام 2017.	FC
2849	طَرَف_noun	4	GPT4	يعتبر مسجد الطرف في العين بالإمارات العربية المتحدة من أقدم المساجد في الدولة.	FI
9252	مُحافَظَة_noun	3	ChatGPT	تقع محافظة الإسكندرية على الساحل الشمالي لمصر.	FC
2278	سُلْطَة_noun	3	GPT4	تعتبر سلطة النقد الفلسطينية مؤسسة مستقلة تهدف إلى ضمان استقرار العملة وتعزيز النمو الاقتصادي.	FC
1837	مِلْيُون_noun_num	3	GPT4	احتفظ الفيلم الأمريكي "تايتانيك" بلقب أعلى الأفلام دخلاً في تاريخ السينما حتى عام 2010، حيث حقق ما يقرب من 1.84 مليون دولار.	FI
2362	تَحْتَ_noun	1	ChatGPT	السمك يعيش تحت سطح الماء.	FC
9674	تَفْكِير_noun	1	ChatGPT	تفكير الفلاسفة يسعى لفهم الحقائق الأساسية للوجود.	FC
8425	مُعْظَم_noun_quant	2	ChatGPT	تستخدم كلمة سيما في اللغة العربية في الأدب والشعر للإشارة إلى جمال الشخص.	NF
644	أَمّا_part_focus	3	ChatGPT	أما العاصمة الإماراتية فهي أبوظبي.	FC
8942	ٱِسْتِقْبال_noun	1	ChatGPT	تم تنظيم حفل استقبال للمسافرين الجدد في المطار.	NF
7392	ٱِرْتِفاع_noun	2	ChatGPT	يصل ارتفاع برج خليفة في دبي إلى 828 مترًا، مما يجعله أعلى برج في العالم.	FC
7953	ضَغْط_noun	1	ChatGPT	يتم استخدام سن الحفريات لتحديد عمر الصخور والمعادن.	NF
2055	إِنْسان_noun	1	ChatGPT	إنسان يمكنه العيش في جميع أنحاء العالم.	NF
3693	تَقْرِير_noun	3	ChatGPT	تم إصدار تقرير حول حالة الأمن في منطقة شمال إفريقيا.	NF
5434	مَشَى_verb	1	ChatGPT	يمشي الرجل يومياً لمدة ساعة كاملة.	NF
3995	شَكّ_noun	3	ChatGPT	لا يوجد شك في أن الأرض تدور حول الشمس.	NF
3503	إِجْراء_noun	4	ChatGPT	يجب إجراء فحص دوري للسيارة للحفاظ على سلامة الركاب.	FC
793	عَيْن_noun	1	ChatGPT	تستخدم الأبواب الحديدية في العديد من المباني الحكومية والتجارية.	NF
9700	مَرْكِيز_noun	5	GPT4	مركيز التمر هندي مشروب شعبي في معظم الدول العربية ويشتهر بفوائده الصحية.	FI
2991	قَدَّم_verb	1	ChatGPT	تستخدم القدم البشرية للمشي والجري والقفز والتوازن والتسلق.	FC
9748	تَفْصِيل_noun	3	GPT4	عند تفصيل أنواع النباتات، يمكن تصنيفها إلى مجموعات مختلفة مثل المروج، الأشجار والشجيرات.	FC
3961	شابّ_noun	1	ChatGPT	الشاب يوسف يعمل في شركة الاتصالات.	NF
1808	إِذْ_conj_sub	3	GPT4	إذ يُعَدّ الكُتّاب الجزائري أسامة السعيداني مثالاً رائعاً على الروائيين العرب الناشئين.	FI
3279	لَيْل_noun	1	GPT4	يرتبط مهرجان ليالي القاهرة بالفنون والموسيقى والثقافة المصرية.	FC
3188	مَجال_noun	4	GPT4	نجح العلماء في تطوير مجال الهولوغرافيا لتسجيل واستعادة صور ثلاثية الأبعاد.	FC
6872	تَكَلَّم_verb	1	ChatGPT	تكلم الدكتور أنتوني فاوتشي عن اللقاحات المضادة لفيروس كورونا.	FC
4249	إِذْن_noun	1	GPT4	كانت القدس عاصمة المملكة الإسرائيلية القديمة في عهد الملك داود.	FC
1141	ٱِسْتَطاع_verb	1	ChatGPT	استطاعت السيدة مريم الصادق العلوي أن تصبح أول امرأة سودانية تحصل على شهادة الدكتوراه في الفيزياء الفلكية.	FI
3180	بَحْث_noun	3	GPT4	يعتبر بحث العلاج بالخلايا الجذعية أحد أكثر التقنيات المبتكرة في مجال الطب.	FC
715	كَبِير_adj	1	ChatGPT	النيل هو أطول نهر في العالم بطول يبلغ 6650 كيلومتراً.	FC
9730	خَدَم_noun	1	GPT4	يعتبر الخدم الطبية المتنقلة مثل الإسعافات والمراكز الصحية مصدراً هاماً لتوفير الرعاية الصحية للمواطنين.	FC
1913	فِيما_conj_sub	4	ChatGPT	فيما يتعلق بالتعليم في العالم العربي، فإن الأردن يحتل المرتبة الأولى في مؤشر التعليم العالي.	FC
8253	مَتَى_adv_rel	3	ChatGPT	متى تأسست دولة الإمارات العربية المتحدة؟	NF
6885	مَحَطَّة_noun	1	ChatGPT	محطة البحرين لمعالجة المياه تعالج أكثر من 200 مليون جالون من المياه العذبة يوميًا.	FC
7738	بال_noun	2	GPT4	توفر الألواح الشمسية الطاقة بالاعتماد على تحويل ضوء الشمس إلى كهرباء.	FC
1038	وَجْه_noun	1	GPT4	يوجد في الوجه عدد من الأعصاب الحسية التي تتوزع على مناطق مختلفة.	FC
2766	ثالِث_adj_num	1	GPT4	ثالث أكبر دولة في العالم من حيث المساحة هي الولايات المتحدة الأمريكية.	FC
8203	آخَر_adj	1	ChatGPT	آخر مرة تم تحديث قائمة الأسعار في هذا المتجر كانت في يوم الخميس.	NF
9186	نَشَر_verb	2	GPT4	نشر العالم جوهانس غوتنبرغ أول كتاب مطبوع بواسطة المطبعة المتحركة في أوروبا عام 1455 ميلادي.	FC
2448	أُمَّة_noun	3	GPT4	تتوزع الأمة الصينية على مساحة قارة آسيا، وتعدّ الأكثر عدداً من حيث السكان على مستوى العالم.	NF
9003	وَلِي_verb	5	ChatGPT	ولي العهد البحريني هو الأمير سلمان بن حمد آل خليفة.	FC
3209	مَوْت_noun	1	GPT4	تُعتبر البسيخونيتاريون من أشهر محاولات التواصل مع الموتى.	FI
8412	جَواب_noun	1	ChatGPT	الجواب الصحيح للمعادلة هو ٣.	NF
3461	خارِج_noun	1	ChatGPT	المملكة المتحدة خارج الاتحاد الأوروبي.	FC
243	رَأَى_verb	1	ChatGPT	رأي الجمهور كان متباينًا حول الفيلم الجديد.	NF
5671	جَرِيمَة_noun	2	ChatGPT	تم القبض على المشتبه به في جريمة القتل في وقت سابق اليوم.	NF
6465	بَرْلَمان_noun	4	ChatGPT	برلمان لبنان يتكون من مجلسي النواب والأعيان.	FI
2170	كَأَنَّ_verb_pseudo	1	GPT4	كأن دولة قطر ستستضيف كأس العالم لكرة القدم عام 2022.	FC
379	رَجُل_noun	1	GPT4	تعتبر قدم رجل النياندرتال قدمًا مسطحة وأقوى من قدم الإنسان الحديث.	FC
344	أَمْر_noun	2	ChatGPT	الأمريكيون يستخدمون الدولار الأمريكي كعملة رسمية.	FC
2189	خِدْمَة_noun	2	GPT4	خدمة الشبكة العنكبوتية العالمية (World Wide Web) ابتكرها تيم بيرنرز-لي في عام 1989.	FC
2207	كاد_verb	4	GPT4	كاد مصطفى كمال أتاتورك يلغي الخط العربي في تركيا واستبداله بالخط اللاتيني.	FC
2163	كَأَنَّ_verb_pseudo	1	ChatGPT	كأن السعودية تمتلك أكبر احتياطي نفطي في العالم.	FI
2868	داخِل_noun	1	GPT4	داخل المحيط الهندي توجد جزيرة موريشيوس الشهيرة.	FC
5885	مَعْنَى_noun	1	ChatGPT	معنى كلمة "الديمقراطية" هو نظام حكم يتيح للشعب المشاركة في صنع القرارات السياسية.	FC
2569	سِرّ_noun	1	GPT4	علم الأحياء يدرس الكائنات الحية وعمليات الحياة في النظام البيئي.	NF
8619	ٱِرْتَفَع_verb	2	GPT4	ارتفعت نسبة الاستثمار في قطاع الطاقة المتجددة بالمملكة العربية السعودية.	FC
4850	مِلْيار_noun_num	3	GPT4	تم بيع أكثر من مليار جهاز آيفون حول العالم منذ إطلاقه في عام 2007.	FC
6839	ٱِثْن_noun_num	4	GPT4	يوجد اثنين من الأعمدة التي تسمى أعمدة هرقل وتقع بين إسبانيا والمغرب.	FC
8797	جُمْهُور_noun	1	GPT4	يمثل جمهور النواب في المغرب مجلسًا تشريعيًا من غرفتين.	FI
3597	سِوَى_noun	4	GPT4	تعتبر الإندلس سوى من إسبانيا القديمة التي استمرت ثمانية قرون.	FI
8687	راح_verb	1	GPT4	راح يحصل الباحثون على جائزة نوبل في الفيزياء عام 2021 لأبحاثهم في المجال الفيزيائي.	FC
1514	بَلَغ_verb	3	ChatGPT	جعل الله النباتات مصدراً للأكسجين الذي يتنفسه الإنسان.	FC
9885	حَذَّر_verb	1	ChatGPT	حذرت السلطات الصينية من ارتفاع مستويات التلوث في الهواء في بعض المدن الكبرى.	NF
153	قَدْ_part_verb	3	ChatGPT	قد تصل درجة الحرارة في الصحراء الكبرى في مصر إلى 50 درجة مئوية.	NF
237	بَعْد_noun	1	GPT4	تعد القاهرة أكبر مدينة عربية من حيث عدد السكان بعد إعلان التجمع الخامس للمدينة عام 2019.	FI
5139	مُدَّة_noun	1	GPT4	يستغرق الضوء الشمسي مدة تبلغ 8 دقائق و20 ثانية للوصول إلى الأرض.	FC
9558	مُحادَثَة_noun	3	GPT4	تم تأسيس أول مدرسة لتعلم اللغات الأجنبية والمحادثة في الإسكندرية عام 1795.	FI
6642	مَدَى_noun	4	ChatGPT	يمكن قياس مدى الرؤية البشرية بواسطة اختبار الرؤية الحاد.	FC
2466	ٱِعْتَبَر_verb	2	GPT4	اعتبر الشيخ زايد بن سلطان آل نهيان مؤسس دولة الإمارات العربية المتحدة.	FC
8243	صَرَّح_verb	4	ChatGPT	صرح القلعة الحصينة في حلب يعود تاريخها إلى العصور الوسطى.	FI
2579	طَوِيل_adj	1	GPT4	فيلم "حرب النجوم" الذي أنتج عام 1977 يُعتبر أحد الأفلام الطويلة الشهيرة بمدته البالغة 121 دقيقة.	FC
8289	مُناسَبَة_noun	2	GPT4	تحتفل الأمم المتحدة بمناسبة اليوم العالمي للغة العربية يوم 18 ديسمبر من كل عام.	FC
2540	حَدَث_verb	1	GPT4	حدث اكتشاف البنادق النارية في الصين في القرن التاسع الميلادي.	NF
4849	مِلْيار_noun_num	3	GPT4	يُعد الملياردير وارن بافيت رئيس شركة بيركشاير هاثاواي وهو من أغنى أثرياء العالم بثروة تقدر بأكثر من 100 مليار دولار.	FC
9078	أَهْلِيّ_adj	4	GPT4	يعتبر النادي الأهلي المصري أكثر الأندية العربية فوزًا ببطولة دوري أبطال إفريقيا لكرة القدم بـ10 ألقاب.	FI
2489	زاد_verb	1	GPT4	زاد انتاج النفط العالمي بعد اكتشاف حقول نفط جديدة في البرازيل.	NF
5083	زِيادَة_noun	1	ChatGPT	تم تسجيل زيادة في عدد الطلاب المسجلين في الجامعات الحكومية خلال العام الدراسي الحالي.	NF
4406	رَدّ_noun	1	GPT4	رد الفعل الكيميائي هو عملية تحول المواد إلى مواد أخرى جديدة.	FC
1408	ذُو_noun	3	GPT4	ذو الكعبة هو الاسم الذي يطلق على الكعبة المشرفة في مكة المكرمة.	FI
169	لَمْ_part_neg	2	GPT4	لم يتم الاعتراف بدولة إسرائيل حتى عام 1948 بناء على قرار الأمم المتحدة.	FI
6625	ثِقَة_noun	2	ChatGPT	الثقة تساعد على تحسين العلاقات الاجتماعية وتقليل الصراعات.	NF
6297	دِيمُقراطِيّ_adj	4	GPT4	الولايات المتحدة تعتبر أول بلد ديمقراطي في العالم بعد استقلالها عن المملكة المتحدة.	FC
7684	دَلّ_verb	3	ChatGPT	يستخدم الدل في الطب البديل لعلاج بعض الأمراض والآلام.	FC
5715	دَمْع_noun	1	ChatGPT	دمع العين هو سائل ملح يفرزه الجسم لترطيب العين وحمايتها من الجفاف.	FI
2373	عَدَم_noun	4	ChatGPT	عدم الحفاظ على نظافة الأسنان يؤدي إلى تسوس الأسنان.	FC
9577	مَلْعَب_noun	1	GPT4	تم افتتاح ملعب ويمبلي الجديد في لندن عام 2007 بتكلفة تزيد عن 750 مليون جنيه إسترليني.	FI
3916	مَضَى_verb	4	GPT4	مضى الكثير من الزمن على اكتشاف أمريكا على يد كريستوفر كولومبوس في عام 1492.	FC
1136	نَحْو_noun	4	GPT4	القطار يسير نحو الشمال للوصول إلى المدينة المجاورة.	NF
1873	طَلَب_verb	1	ChatGPT	يمكن للمواطنين تقديم طلب للحصول على جواز سفر جديد.	NF
2455	مُقْبِل_adj	3	ChatGPT	سيتم تنظيم مؤتمر دولي حول التغير المناخي في المدينة المقبلة في شهر نوفمبر.	NF
7657	خَسارَة_noun	1	GPT4	تعتبر خسارة الوزن السريعة غير صحية وقد تؤدي إلى مشاكل صحية عديدة.	FC
5719	دَمْع_noun	1	GPT4	قد يرتبط دمع المرأة الحامل بتغيرات الهرمونات خلال فترة الحمل.	FC
4399	رُبَّما_adv	2	GPT4	ربما تعتبر المكتبة الإسكندرية القديمة من أعظم المكتبات في التاريخ البشري.	FI
2084	ظَنّ_verb	3	ChatGPT	الظن هو عملية تقييم الأمور بناءً على الأدلة المتاحة.	FC
2222	شَكْل_noun	1	ChatGPT	شكل الأرض يتكون من القارات والمحيطات.	FI
1443	أَمْكَن_verb	3	ChatGPT	يمكن للأشخاص الذين يعانون من الربو الحصول على العلاجات التي تساعد على تخفيف الأعراض.	FC
4290	أَعْطَى_verb	2	GPT4	أعطى السلطان قابوس بن سعيد آل سعيد عهدا طويلا من الاستقرار والتنمية لسلطنة عمان.	FC
2789	بُدّ_noun	4	GPT4	بدأ الطبيب ابن سينا دراسة الطب والفلسفة والرياضيات في سن العاشرة.	FI
9866	سُرُور_noun	2	GPT4	سرور المقدم مؤسس مدرسة الإمام مالك للفقه المالكي بمصر.	FI
7295	ضَيْف_noun	1	ChatGPT	نال الفريق الألماني بايرن ميونخ لقب دوري أبطال أوروبا لكرة القدم عام 2020.	FI
9133	باشا_noun	1	ChatGPT	تم تعيين الباشا الجديد لإدارة المنطقة الصناعية الجديدة في المدينة.	NF
6416	وَصَف_verb	2	GPT4	وصف العلماء الجديد للمادة المظلمة بأنها مادة لا تشع أي ضوء وتشكل حوالي 27% من كتلة الكون.	FC
3230	مَرْأَة_noun	1	GPT4	المرأة السعودية حصلت على حق التصويت والترشح في الانتخابات البلدية عام 2015.	FC
8512	إِقْلِيمِيّ_adj	4	ChatGPT	تم تشكيل اتحاد إقليمي لدول جنوب شرق آسيا في عام 1967.	NF
